"Date","Price.A1","Price.A2","AA.bond","BB.bond","CC.Bond","Gold","Silver","Copper","Chy..INR","GBP...INR","USD...INR","Mutual.Fund.J","Mutual.Fund.K","Mutual.Fund.L","Stock.A","Stock.B","Stock.C","Stock.D","Index"
"22-04-2014",10.24126644,10.51143679,71.6596432,61.06588738,48.97790682,28599,42259,410.95,9.7418,83.886,60.765,77,65.74,9.22,137.98,596.45,6066.6,727.55,6815.35
"23-04-2014",10.27632447,10.52609733,71.66157652,61.1038279,49.0255957,28790,42497,413.55,9.7946,84.415,61.095,77,66.12,9.18,135.38,595.5,6285.9,733,6840.8
"25-04-2014",10.26624245,10.49117524,71.69162166,61.11308823,49.05148012,28905,42629,418.25,9.6975,83.89,60.645,76,65.17,9.17,131.82,580.9,6107.85,726.4,6782.75
"28-04-2014",10.27805646,10.54082785,71.72847649,61.19490625,49.1157678,28970,42475,415.95,9.6993,84,60.65,76,65.11,9.18,132.52,581,6127.3,725.2,6761.25
"29-04-2014",10.31049809,10.49570036,71.74778036,61.18048924,49.12261234,28750,41971,409.45,9.6556,83.459,60.425,76,64.6,9.21,133.25,562.45,6100.15,715.8,6715.25
"30-04-2014",10.29967743,10.5132271,71.75231767,61.23835846,49.1737163,28887,41373,408.1,9.6408,83.683,60.345,75,64.27,9.16,131.32,567.5,6201.25,721.3,6696.4
"02-05-2014",10.31287437,10.52764075,71.79420098,61.2855059,49.18789859,28871,42581,411.6,9.6152,83.4795,60.185,75,63.93,9.11,133.82,562.15,6248.4,717.1,6694.8
"05-05-2014",10.33754807,10.58913643,71.82296519,61.30731749,49.2233872,28935,42644,409.85,9.6453,83.589,60.24,75,63.88,9.11,134.63,557.15,6432.55,716.7,6699.35
"06-05-2014",10.32990126,10.60711144,71.82315751,61.32235782,49.29639011,28887,42607,408.9,9.635,83.541,59.985,76,63.29,9.19,135.4,553.7,6396.75,720.2,6715.3
"07-05-2014",10.28741147,10.6116788,71.86482175,61.33963192,49.27171884,28520,41963,405.35,9.6281,83.507,60.025,75,63.36,9.03,137.13,553.15,6476.75,715.6,6652.55
"08-05-2014",10.32267772,10.61861431,71.87342314,61.38400581,49.33162226,28523,41619,409.4,9.6178,82.9075,59.9,76,63.01,9.07,139.1,552.3,6491,718.3,6659.85
"09-05-2014",10.33398114,10.64479683,71.887203,61.35995908,49.31833068,28525,41481,411.75,9.6288,82.509,59.965,77,65.33,9.2,143.13,556.3,6478.6,756.8,6858.8
"12-05-2014",10.35100869,10.65750249,71.96417582,61.41536859,49.39644102,28628,42115,417.8,9.628,82.618,60.055,78,66.78,9.42,151.13,571.5,6461,792.15,7014.25
"13-05-2014",10.38327278,10.71025994,71.94009077,61.44826626,49.41375126,28462,41914,414.65,9.5463,81.4935,59.465,78,67.66,9.46,155.93,577.6,6492.3,788.15,7108.75
"14-05-2014",10.39061592,10.68465777,71.9465723,61.47455352,49.43081624,28704,42377,418.1,9.5498,81.5835,59.485,79,69.08,9.6,153.7,577.5,6488.15,775.45,7108.75
"15-05-2014",10.35204392,10.75270948,71.9836502,61.4612103,49.48614517,28408,41749,415.75,9.5439,81.5325,59.465,79,68.42,9.5,153.8,588.95,6351.65,788.35,7123.15
"16-05-2014",10.36910729,10.73623901,72.00306726,61.50444485,49.46334692,28089,40925,410.15,9.3985,80.229,58.585,79,69.98,9.81,163.2,580.7,6346.75,804.7,7203
"19-05-2014",10.37303764,10.69228642,72.05184631,61.55733221,49.56263499,28144,40885,411.95,9.3588,80.0265,58.375,81,71.14,10.22,179.5,555.8,6357.05,811.9,7263.55
"20-05-2014",10.41105003,10.74967709,72.04581997,61.56938062,49.56606601,28186,41054,410,9.3923,80.2855,58.59,81,71.06,10.27,174.25,562.6,6704.9,816.05,7275.5
"21-05-2014",10.45607051,10.80064176,72.08599767,61.62161113,49.57201632,27373,40923,407.8,9.4157,80.336,58.695,81,71.16,10.49,173.02,561.35,7266.15,809.5,7252.9
"22-05-2014",10.47777951,10.83154054,72.08199527,61.61636988,49.61066988,27241,41010,407.45,9.348,79.594,58.285,82,72.11,10.71,177.3,562.9,7291.8,802.6,7276.4
"23-05-2014",10.47243456,10.83080852,72.0715414,61.60137637,49.63345481,27349,40829,410.85,9.3842,79.793,58.525,83,73.5,10.86,181.52,561.5,7442.85,789.65,7367.1
"26-05-2014",10.46614521,10.89111485,72.13467621,61.69506445,49.68555929,27483,41210,417.9,9.4103,80.1225,58.715,83,72.7,10.79,185.32,559.85,7153.35,797.15,7359.05
"27-05-2014",10.44412761,10.9050357,72.11126135,61.70088813,49.68799334,26958,40389,415.1,9.4486,80.5045,59.045,83,71.81,10.55,180.82,560.15,7087.7,804.9,7318
"28-05-2014",10.44320198,10.9465155,72.15017635,61.6987692,49.71782257,26834,40229,415,9.4252,80.1125,58.945,83,72.2,10.41,178.4,561.9,6939.5,823.45,7329.65
"29-05-2014",10.41035637,10.95152805,72.18145645,61.70714665,49.7234056,26830,40056,410.9,9.4453,80.143,58.92,83,71.58,10.5,177.2,556.45,6902.25,810.25,7235.65
"30-05-2014",10.50216337,10.95893378,72.20812192,61.74670702,49.7547891,26863,39607,410.75,9.4744,80.6885,59.195,83,72.13,10.5,180.43,603.35,6675.45,792.75,7229.95
"02-06-2014",10.4812453,10.96409871,72.2346192,61.79949195,49.82638465,26701,39673,416.05,9.468,80.4305,59.155,84,73,10.6,181.8,601,6881.8,819.4,7362.5
"03-06-2014",10.4747838,11.01976153,72.23100385,61.82731359,49.86006384,26735,39795,412.7,9.4874,80.8655,59.34,85,73.53,10.74,179.75,593.45,7229.6,824.35,7415.85
"04-06-2014",10.36252301,11.08168131,72.25746091,61.8198286,49.88553497,26639,39849,406.45,9.4842,80.615,59.28,85,74.2,10.92,176.57,604.95,7192.35,816.7,7402.25
"05-06-2014",10.41763502,11.10577773,72.27315883,61.86577747,49.90056243,26894,40302,404.55,9.4713,80.9495,59.26,86,74.75,11.05,183.45,630.1,7142.15,805.45,7474.1
"06-06-2014",10.43637034,11.17105677,72.29351593,61.88138118,49.92737368,25863,40019,398.8,9.4672,80.7295,59.175,87,76.76,11.29,186.6,639.95,7192.85,815.25,7583.4
"09-06-2014",10.37895663,11.18797998,72.32613249,61.9131184,49.99237771,25982,40319,399.2,9.4875,80.4835,59.205,88,78.91,11.48,183.48,632.7,7291.1,819.45,7654.6
"10-06-2014",10.37427811,11.15980796,72.30589787,61.96176145,49.98848066,26139,40539,400.85,9.5132,80.2275,59.215,87,77.56,11.34,179.55,640.25,7190.6,816.65,7656.4
"11-06-2014",10.40944035,11.1710266,72.32752407,61.95118618,50.01113296,26073,40615,399.65,9.5278,80.3045,59.34,87,76.48,11.26,175.85,625.85,7183.85,820.5,7626.85
"12-06-2014",10.37707498,11.18071701,72.36060489,61.98041925,50.01905608,26330,41276,395.8,9.5352,80.3625,59.295,87,76.54,11.29,175.5,630.1,7287.95,839.85,7649.9
"13-06-2014",10.41520947,11.20302849,72.35243589,61.99086629,50.05759573,26627,41891,400.85,9.6159,80.8625,59.71,86,75.61,11.1,166.6,634.95,7339.35,835.4,7542.1
"16-06-2014",10.40817571,11.21419383,72.40283522,62.04975084,50.10386241,26831,42208,405.95,9.6652,81.6985,60.185,86,75.07,11.11,167.98,634.75,7251.25,839,7533.55
"17-06-2014",10.33019434,11.21255678,72.42046609,62.08099524,50.14676625,26839,42392,408.7,9.6889,81.723,60.33,87,76.03,11.06,174.75,630.35,7274.1,846.55,7631.7
"18-06-2014",10.33425736,11.20901685,72.42916887,62.08093563,50.13939723,26826,42408,407.35,9.6768,81.9805,60.3,86,75.31,11.01,171.18,618.85,7240.1,834.85,7558.2
"19-06-2014",10.33866262,11.18899534,72.46842712,62.1484408,50.18679977,27611,44311,408.9,9.6474,81.78,60.095,86,74.86,10.99,166.68,625.75,7204.2,825.75,7540.7
"20-06-2014",10.32352791,11.19298296,72.44139278,62.13956005,50.19734733,27668,44583,415.6,9.6675,81.835,60.175,85,75.08,11.09,161.35,624.3,7215.75,821.95,7511.45
"23-06-2014",10.27800561,11.19458602,72.51010341,62.19074094,50.29657543,27678,44449,418.25,9.6635,81.8445,60.16,85,74.6,10.97,163.6,617.65,7139.3,821.45,7493.35
"24-06-2014",10.3622215,11.12684593,72.54170573,62.19673619,50.28037997,27731,44497,418.55,9.6548,81.8505,60.16,86,76.32,11.11,171.07,616.25,7218.65,829,7580.2
"25-06-2014",10.39111975,11.21660005,72.56557442,62.22592621,50.31344892,27751,44665,420.2,9.6377,81.8955,60.085,86,75.75,11.26,170.98,625.3,7218.35,824.1,7569.25
"26-06-2014",10.43979625,11.30039392,72.57944319,62.24676127,50.32343948,27667,44645,420.35,9.6738,81.9545,60.21,86,76.02,11.24,164.15,618.65,7399.9,812.4,7493.2
"27-06-2014",10.50899881,11.31216298,72.56645974,62.24636432,50.33346823,27672,44533,417.75,9.6559,81.9555,60.045,87,74.96,11.15,166.4,616.4,7728.9,816.2,7508.8
"30-06-2014",10.48065032,11.35401855,72.65981602,62.28920299,50.38345035,27776,44081,422.35,9.6811,82.2345,60.06,88,76.51,11.34,172.57,620.35,7994.55,821.55,7611.35
"01-07-2014",10.41761568,11.33024923,72.64081097,62.31920447,50.43879981,27746,44921,427.75,9.6871,82.1595,60.06,88,77.06,11.5,171.6,628.85,8049.4,823.3,7634.7
"02-07-2014",10.36342606,11.31053594,72.65344929,62.33707063,50.45025217,27663,45087,432.75,9.6114,81.543,59.692,89,77.9,11.7,171.4,631.15,8176.9,839.9,7725.15
"03-07-2014",10.40517371,11.2914183,72.64648417,62.36997527,50.48844929,27464,44874,434.6,9.6168,81.312,59.74,89,77.45,11.69,171.27,624.1,8582.8,836.8,7714.8
"04-07-2014",10.44663242,11.27534217,72.66516348,62.38097111,50.51911414,27557,45063,435.05,9.6268,81.199,59.725,89,77.45,11.75,174.6,625.15,8637.85,856.65,7751.6
"07-07-2014",10.47365261,11.2254442,72.71711176,62.45775559,50.53905188,27490,44795,435,9.6642,81.5715,59.955,89,78.69,11.87,171.07,627.6,8433.9,840.45,7787.15
"08-07-2014",10.39553666,11.20489491,72.74617715,62.4124786,50.58389254,27519,44850,434.4,9.6356,81.3445,59.755,87,76.84,11.5,165.45,627.35,8338.9,829.25,7623.2
"09-07-2014",10.42173991,11.13813041,72.76285332,62.49344337,50.58033142,27613,44821,431.45,9.6397,81.5495,59.765,87,75.94,11.23,170.25,629.85,8189.05,830.3,7585
"10-07-2014",10.45857396,11.19131712,72.74404621,62.48288383,50.64168369,28496,46273,437.55,9.7045,81.9255,60.195,87,77.34,11.3,170.82,631.85,8123.95,823.35,7567.75
"11-07-2014",10.43673018,11.18521545,72.7804792,62.49474047,50.62794542,28356,46092,436.55,9.6871,81.7835,60.095,86,74.61,10.7,166.65,641.85,8260.85,811.8,7459.6
"14-07-2014",10.41957754,11.23743331,72.8366849,62.56948424,50.72096476,27762,44939,433.9,9.6882,81.8905,60.125,86,74.94,10.94,164.13,622.95,8260.35,817.45,7454.15
"15-07-2014",10.42193209,11.29562315,72.83411744,62.60818393,50.75371626,27648,44876,434.95,9.6851,81.6015,60.125,87,75.98,11.1,165.9,618.9,8528.45,826.8,7526.65
"16-07-2014",10.45868415,11.19713468,72.83681357,62.60692465,50.76486019,27676,44603,429.7,9.6913,81.322,60.125,88,77.64,11.39,169.13,621.3,8557.85,835.75,7624.4
"17-07-2014",10.47814611,11.1990365,72.87358303,62.58277886,50.7713478,28199,45600,431.8,9.7013,81.412,60.185,88,76.93,11.22,169.98,626.85,8693,831.8,7640.45
"18-07-2014",10.43960238,11.21091605,72.88628164,62.64795798,50.79795006,27993,44956,426.15,9.7109,81.5325,60.285,89,76.85,11.12,167.7,622.5,8565.05,832.45,7663.9
"21-07-2014",10.51319079,11.15652065,72.93241564,62.66414318,50.87532278,28087,45196,428.55,9.7024,81.4725,60.245,89,77.24,11.35,164.32,627.55,8556.25,827.45,7684.2
"22-07-2014",10.54993297,11.22382183,72.94084768,62.70049008,50.87259313,27895,45120,428.85,9.6897,80.9345,60.105,89,78.07,11.41,165.43,633.6,8536.3,839.85,7767.85
"23-07-2014",10.57078701,11.207294,72.96651392,62.72847527,50.92399278,27882,44951,427.1,9.6825,80.817,60.02,89,77.67,11.31,166.95,634.1,8545.55,836.3,7795.75
"24-07-2014",10.56379483,11.25284072,72.94467168,62.74672179,50.91544892,27626,43812,435.5,9.7059,80.9525,60.125,89,78.14,11.39,165.63,642.9,8487.8,842.25,7830.6
"25-07-2014",10.5802196,11.27630285,72.97150159,62.76937697,50.94519918,27938,44307,431.95,9.7002,80.6695,60.06,88,76.9,11.13,162.55,663.75,8586.65,835.5,7790.45
"28-07-2014",10.58638232,11.34116344,72.96966001,62.83045736,51.0292074,27926,44203,432.25,9.7115,80.764,60.09,88,76.49,11.08,161.38,686.8,8641.95,829.55,7748.7
"30-07-2014",10.57962606,11.30018401,73.03872495,62.84999573,51.07413618,27934,44511,434.7,9.7327,80.469,60.065,88,77.47,11.16,162.07,694.65,8518.75,838.8,7791.4
"31-07-2014",10.55913809,11.28816775,73.06764095,62.82181665,51.04721946,27818,44424,436.1,9.8081,81.077,60.555,88,77.25,11.15,165.7,686.6,8498.95,834,7721.3
"01-08-2014",10.57207859,11.37234679,73.08114931,62.85720174,51.10901272,28054,44465,435.25,9.9056,82.2145,61.215,87,76.59,11.15,164.8,693.55,8408,815.45,7602.6
"04-08-2014",10.61693643,11.39002856,73.10964322,62.93200408,51.1539449,27915,44141,438.9,9.864,81.8005,60.945,88,76.95,11.2,171.48,699.65,8426.5,813,7683.65
"05-08-2014",10.60956128,11.46258803,73.14203377,62.97208305,51.16861119,27844,43407,433.05,9.8611,81.393,60.85,89,77,11.35,168.1,704.85,8447.85,820.2,7746.55
